121 156
98 106 64
31 96 67
132 122 11
34 33 42
157 165 5
4 162 94
223 175 87
48 159 68
61 15 62
176 60 35
44 200 55
165 100 40
21 84 98
43 226 33
148 39 13
40 185 63
66 70 100
51 177 20
171 22 73
219 43 81
165 149 61
229 188 56
151 75 76
60 102 61
139 60 83
122 196 46
42 223 66
96 100 28
41 82 66
54 119 21
195 139 72
114 208 96
155 32 34
15 221 44
190 181 98
218 84 81
186 171 11
212 64 28
184 157 83
62 226 48
152 199 86
14 113 99
167 17 45
164 156 61
36 224 47
69 170 11
88 47 86
115 125 76
10 35 75
114 136 23
117 168 33
165 140 63
37 154 88
8 13 9
95 90 15
124 54 60
43 180 5
220 23 77
176 225 71
173 105 3
161 16 5
166 58 43
131 186 5
211 52 24
93 171 96
86 93 86
221 67 89
70 211 40
12 90 92
25 58 71
188 42 69
123 146 25
155 224 47
41 36 96
99 64 95
159 181 27
46 75 58
109 190 60
10 2 25
58 64 76
58 1 59
166 38 18
163 151 1
223 127 45
179 119 48
177 109 14
199 13 70
103 119 11
95 167 58
65 49 31
218 227 13
222 118 47
41 51 27
12 11 14
202 186 10
154 210 45
99 222 58
188 179 77
176 17 98
81 45 7
211 36 7
161 205 68
9 80 74
35 211 3
133 115 50
14 153 88
201 117 25
218 155 92
67 116 47
157 1 21
145 124 34
190 101 23
23 79 13
127 208 55
38 114 55
28 58 88
211 102 14
196 175 31
17 104 44
52 38 63
26 30 7
229 114 9
218 78 31
196 212 41
221 62 5
55 52 96
50 82 90
124 104 14
183 154 55
14 117 64
196 141 6
67 45 96
158 223 53
48 196 56
161 62 39
119 165 100
126 73 68
3 120 33
41 78 28
130 43 31
146 112 20
207 190 33
96 124 77
62 23 12
86 168 95
6 76 12
96 21 23
41 157 86
224 149 64
219 112 16
97 87 78
145 218 12
11 204 28
225 57 95
1 179 7
72 98 6
30 166 97
56 30 100
216 99 81
204 107 99
203 2 50
168 10 63
158 129 66
200 201 47
196 177 71
61 14 27
128 151 48
22 8 60
78 65 26
96 212 72
208 18 45
205 140 64
52 81 46
100 128 3
7 100 81
33 161 78
177 85 47
155 45 9
28 65 83
25 74 20
40 76 2
52 63 16
79 134 91
51 32 67
134 82 24
74 40 13
218 62 59
217 7 76
49 19 34
50 91 16
38 163 71
119 104 92
189 46 59
123 72 87
124 153 2
63 145 95
230 82 9
87 21 18
171 107 73
65 56 17
166 172 79
92 75 22
286 430
123 114 97
25 114 67
57 123 31
159 123 94
142 123 78
48 159 52
99 114 1
101 25 84
80 159 26
77 99 75
158 77 90
58 80 2
27 48 89
15 25 34
121 114 86
64 58 71
113 57 59
9 123 56
157 57 5
172 9 54
278 48 13
250 142 74
184 113 41
279 157 12
22 184 29
272 9 58
139 184 88
140 278 81
220 159 23
19 250 3
152 25 48
1 22 57
185 1 71
8 99 48
16 48 25
85 278 60
26 85 25
56 139 45
182 140 54
245 57 79
119 182 87
285 157 38
242 80 31
106 16 32
60 142 21
168 184 2
130 245 79
137 220 37
40 22 26
183 250 39
202 1 45
134 278 56
75 19 21
43 80 2
175 142 84
55 9 34
263 56 46
72 172 42
87 185 46
210 106 90
150 22 27
154 15 28
271 250 45
65 250 76
89 152 73
23 16 31
112 77 65
33 89 38
167 158 68
268 25 66
98 185 72
116 250 82
52 75 62
62 119 61
54 279 100
213 80 52
266 77 19
104 54 19
100 139 14
103 278 69
5 33 17
76 104 55
174 55 23
270 202 8
211 80 89
143 263 86
128 80 32
91 128 24
162 89 2
236 266 9
194 100 8
197 55 30
215 75 92
269 211 36
82 99 61
178 99 17
273 220 60
94 80 18
107 236 7
249 77 60
47 16 38
131 5 34
192 159 16
6 57 92
218 77 12
118 57 6
36 15 1
41 55 74
125 27 22
243 268 54
267 185 4
170 41 65
199 25 69
205 121 35
61 101 28
165 57 7
83 199 72
191 36 53
73 139 24
90 123 56
50 205 92
198 107 70
35 158 99
38 273 61
196 61 35
224 1 49
252 279 7
282 57 40
260 202 52
265 252 74
132 26 15
217 57 27
207 158 16
155 217 82
148 106 4
173 263 93
122 83 61
136 52 66
2 22 11
281 106 78
18 121 50
49 50 19
70 143 53
253 213 47
180 60 54
188 50 45
74 202 62
238 273 55
30 269 7
231 16 8
241 162 26
209 113 92
257 220 37
235 170 99
246 132 13
141 272 81
166 152 83
163 128 36
71 252 81
284 16 55
277 94 36
201 30 91
108 15 58
63 273 6
110 194 30
286 271 86
46 73 14
88 50 58
120 209 100
234 215 60
208 113 80
204 137 81
229 174 77
276 217 6
11 55 90
109 285 86
96 215 40
176 243 71
78 282 30
247 143 91
225 109 49
261 220 63
14 209 57
160 243 16
214 277 96
259 48 94
133 170 92
4 46 28
24 35 81
105 259 13
226 198 42
37 226 64
169 43 96
59 272 20
147 197 46
156 71 41
42 192 23
264 266 98
254 27 44
92 77 78
39 209 49
31 167 6
102 172 2
124 119 70
248 282 52
256 132 83
200 101 33
161 199 75
151 22 62
237 85 66
93 130 48
126 256 91
255 96 67
222 229 46
195 93 65
115 119 58
258 178 90
86 57 88
17 270 78
203 151 37
138 19 57
12 150 35
164 218 34
3 168 18
233 164 86
51 54 47
230 139 64
189 102 73
34 33 92
179 64 18
69 83 20
219 75 97
10 35 65
275 73 42
206 87 39
111 158 33
53 3 46
28 168 33
146 90 24
13 264 93
232 136 20
239 192 74
7 236 37
44 219 64
244 139 12
84 53 29
68 219 50
187 8 76
97 163 6
144 210 1
20 27 25
66 109 85
135 82 54
283 124 7
21 269 97
227 39 22
190 19 51
45 126 46
117 12 37
127 142 80
251 213 44
280 132 58
153 164 20
274 233 79
149 144 36
171 243 10
228 185 33
95 210 99
240 178 41
177 255 13
181 93 29
81 172 36
216 190 47
262 4 71
186 173 59
67 123 93
212 19 18
79 178 27
221 117 8
129 64 10
32 115 33
29 267 20
223 23 59
145 230 15
193 25 29
66 116 46
21 8 91
159 96 67
68 82 46
145 167 54
129 18 31
229 61 17
47 286 72
94 154 69
21 52 86
91 58 77
62 102 13
171 157 40
14 58 31
82 128 95
136 252 37
34 263 95
32 246 74
216 186 24
13 93 75
106 138 56
92 132 16
69 261 62
276 29 66
199 157 34
164 201 87
79 259 54
175 117 55
168 90 91
153 44 14
196 138 75
271 258 57
49 71 74
74 53 37
193 216 65
39 194 81
272 220 7
91 201 52
285 165 97
109 90 47
281 51 20
21 11 12
168 257 27
30 185 81
142 47 61
195 205 85
208 193 21
226 81 83
194 28 27
146 3 38
209 91 30
169 50 35
170 218 39
14 225 67
38 25 63
20 240 18
20 202 80
62 32 26
248 200 67
219 38 98
214 273 22
209 47 24
9 195 77
201 191 70
259 34 60
121 135 47
22 278 56
214 213 12
169 244 25
244 54 45
144 232 72
96 34 34
159 278 15
94 48 24
97 46 89
45 136 55
190 203 43
282 102 63
46 48 70
219 39 8
3 240 34
119 68 23
189 43 71
173 187 24
194 61 86
131 134 8
156 163 83
110 38 70
254 45 20
31 20 57
211 272 15
191 99 8
154 200 1
248 240 9
116 24 75
238 210 15
7 53 35
4 33 92
177 198 14
64 89 75
143 206 38
221 66 98
91 142 41
141 218 88
66 81 27
139 183 71
115 270 83
80 269 22
35 177 32
158 74 59
133 63 20
178 49 81
190 69 96
61 182 10
280 234 18
157 122 22
47 212 25
49 76 71
12 151 67
107 118 99
231 264 11
39 60 57
104 182 8
176 227 2
69 267 70
113 20 75
277 202 30
201 125 43
54 142 99
41 249 69
187 273 16
251 115 39
13 153 27
12 61 6
224 59 77
169 77 70
1 91 30
209 77 63
168 126 42
99 258 69
18 33 75
164 182 88
4 40 58
51 146 96
262 269 91
279 341
262 194 36
161 262 78
154 262 66
153 161 29
186 154 1
215 194 91
133 186 95
100 215 59
9 133 55
21 9 94
141 100 44
75 153 5
119 21 98
174 100 64
108 186 15
124 262 93
252 75 25
150 21 80
211 119 80
173 211 3
199 100 79
22 186 19
253 161 15
134 253 8
243 262 63
241 215 74
143 22 78
249 215 45
71 100 41
247 241 2
64 199 18
63 186 16
30 253 63
220 22 11
201 9 47
23 71 17
265 241 70
83 174 44
269 64 86
263 194 78
3 83 9
109 262 94
156 220 92
82 22 11
237 249 30
217 262 68
225 194 84
47 108 32
4 23 55
131 194 66
275 124 7
122 174 28
254 63 81
268 156 57
251 241 82
180 215 100
13 194 22
41 134 74
171 201 72
240 201 63
147 64 49
228 82 89
259 13 46
233 156 67
219 124 49
1 161 36
49 1 19
214 1 36
278 1 82
184 124 61
212 71 68
107 154 15
231 147 35
145 21 65
17 214 33
34 63 78
279 143 7
35 145 77
33 100 76
44 122 67
114 107 92
123 3 53
97 252 42
272 154 15
76 186 37
182 82 39
276 83 95
148 41 76
112 199 75
117 263 93
271 243 2
86 82 37
267 269 61
140 4 55
58 259 46
39 265 17
135 109 87
165 156 55
270 13 59
166 119 21
93 76 45
32 276 22
25 279 55
90 259 50
55 184 12
120 186 94
246 119 43
85 150 50
14 9 38
46 161 29
257 25 33
104 263 30
260 271 5
176 34 58
50 217 32
137 109 29
28 259 36
79 265 97
38 228 95
27 97 91
130 240 86
274 243 83
127 25 6
56 112 32
115 254 83
36 23 34
52 199 94
226 55 58
89 21 16
48 217 95
158 212 58
189 231 5
200 134 90
91 13 43
54 28 41
136 158 78
242 135 59
273 262 95
72 55 50
216 240 6
188 35 25
95 114 31
163 268 98
77 220 64
11 186 5
60 262 19
31 130 82
24 145 5
69 274 58
207 72 3
92 97 21
43 243 51
73 194 66
248 17 85
70 186 35
59 274 76
198 9 49
146 176 8
256 117 2
245 108 91
250 9 90
53 268 40
197 273 96
29 86 19
88 89 46
164 263 52
210 86 50
129 47 80
111 123 75
96 13 3
230 17 35
16 150 91
98 55 32
19 63 30
229 72 52
15 143 66
37 107 50
264 171 65
157 36 15
105 13 72
62 88 78
80 134 37
208 154 50
138 23 40
128 146 4
261 46 29
175 100 97
167 120 60
187 133 20
102 197 96
277 184 19
74 4 72
20 90 4
87 43 34
179 76 73
181 166 28
222 230 5
66 115 81
40 147 8
78 182 15
178 16 41
6 30 46
116 39 97
190 38 13
159 145 21
5 23 16
132 217 10
113 116 48
162 98 6
67 210 53
45 264 75
193 115 29
169 263 2
196 148 87
151 273 60
149 45 63
99 138 100
110 216 73
223 200 53
152 253 45
139 122 20
232 50 54
125 98 96
126 200 100
142 265 29
168 75 73
18 146 10
84 232 96
172 125 83
160 156 38
209 146 81
170 115 28
205 67 9
103 137 40
202 78 56
244 126 83
236 35 10
12 171 20
239 100 60
218 273 1
204 248 86
10 49 89
258 99 22
221 230 5
65 241 92
106 107 45
185 80 69
235 77 4
224 23 98
51 259 27
8 256 18
118 270 90
192 39 1
227 230 18
61 19 21
94 222 28
2 8 86
234 241 81
191 253 46
177 106 50
101 224 92
206 9 71
183 28 4
7 254 10
213 90 83
238 216 61
57 158 89
68 204 5
144 190 48
121 208 78
81 186 23
155 44 1
195 2 50
266 226 79
26 44 41
42 106 27
203 198 45
255 147 47
213 68 97
96 171 94
54 59 90
18 269 42
35 273 16
27 52 94
76 61 23
71 79 28
36 126 96
62 126 62
165 135 28
192 154 64
191 37 84
6 145 91
71 173 7
194 83 28
137 149 15
204 168 70
130 222 76
271 217 16
60 87 55
130 34 13
202 115 20
212 129 22
30 93 21
85 202 37
150 212 82
19 115 52
80 265 36
80 90 3
250 54 92
8 192 64
92 265 48
193 236 11
196 30 79
133 195 42
205 247 82
24 116 96
246 104 51
171 38 89
2 202 33
271 19 48
16 2 98
242 154 15
243 28 66
205 65 41
187 116 78
32 134 96
47 176 22
143 68 80
52 64 56
6 140 75
240 267 12
50 267 100
52 237 15
230 28 23
51 164 44
214 60 40
69 188 5
265 161 71
79 188 85
150 216 25
261 59 1
216 252
81 70 55
208 70 83
39 70 48
131 70 52
140 131 20
28 81 83
51 131 60
114 208 80
1 140 49
58 39 20
195 58 72
33 81 94
155 131 36
73 208 79
20 1 9
29 20 27
193 51 60
109 208 96
177 131 25
32 28 15
146 109 55
156 140 96
162 20 35
206 20 6
198 58 14
60 114 63
113 162 30
215 33 59
163 177 42
148 1 42
160 28 21
43 131 77
71 131 50
108 71 65
130 215 23
68 58 7
202 29 49
63 81 57
106 206 23
6 1 45
57 215 27
13 113 93
111 28 94
2 113 12
116 156 86
184 60 72
91 13 81
35 91 47
86 1 37
200 130 67
7 215 84
25 114 7
84 32 48
196 60 53
154 146 56
180 39 36
8 154 77
141 177 87
100 8 16
17 32 68
98 130 43
110 57 14
50 73 6
105 131 20
56 57 16
213 43 57
92 208 85
34 109 74
95 43 21
31 200 48
82 156 4
181 29 86
153 95 53
22 20 14
69 141 78
3 113 59
45 200 21
14 91 37
102 105 48
76 156 48
142 116 18
88 200 64
55 1 23
125 154 75
26 109 91
18 125 80
173 13 98
53 7 6
209 33 86
9 14 72
159 162 39
117 92 96
46 109 93
23 180 46
172 60 46
44 162 21
4 86 98
211 148 97
75 106 37
188 91 33
104 14 18
126 17 37
139 146 46
37 51 54
42 148 73
174 104 27
48 45 98
132 51 73
94 71 80
167 3 6
161 200 10
135 159 10
157 37 55
97 180 51
143 177 96
47 92 18
176 188 21
120 71 96
103 22 27
41 173 66
27 37 72
216 20 49
5 135 38
170 211 46
85 108 3
115 29 25
54 48 81
187 47 3
61 125 87
203 209 47
72 109 81
112 157 67
133 63 98
214 33 55
134 187 39
49 161 97
79 61 79
194 69 46
90 108 23
205 58 93
66 3 7
179 139 22
10 116 81
101 156 6
138 70 14
178 1 30
150 73 15
96 176 42
145 28 13
129 159 74
137 79 21
192 49 57
12 101 23
119 214 78
128 9 46
127 29 29
107 90 50
74 10 24
210 85 65
158 96 86
80 193 63
123 107 75
169 115 11
64 33 38
121 172 85
16 66 46
38 170 13
83 167 51
19 7 18
185 74 49
118 173 20
201 4 34
62 216 82
15 110 82
67 205 84
93 29 66
11 201 21
166 55 30
78 55 26
191 47 58
40 154 76
207 114 34
190 61 70
151 107 44
36 194 47
199 188 20
168 181 28
144 8 99
24 113 48
99 161 63
165 188 92
136 15 10
204 49 58
183 116 78
122 185 84
182 84 45
164 192 73
149 125 72
59 161 49
186 172 8
52 215 90
175 70 44
89 112 47
65 69 54
147 20 90
171 65 30
124 213 18
21 158 12
77 32 51
30 36 50
212 118 64
197 62 22
152 146 88
189 128 43
87 35 4
137 191 81
54 118 5
83 73 35
33 77 70
158 47 15
138 184 83
161 106 9
133 70 36
207 19 75
116 4 61
83 112 20
78 126 84
94 108 97
102 165 96
192 145 43
147 110 67
157 16 20
177 89 83
104 206 8
9 64 90
30 125 80
128 204 83
72 62 93
71 202 64
60 47 50
88 28 100
119 116 51
71 89 28
49 84 95
78 189 35
42 35 54
94 47 4
95 101 18
96 86 76
183 168 14
78 214 92
123 214 9
132 146
124 91 79
81 124 15
25 81 37
87 124 43
66 124 96
131 124 59
52 25 4
54 91 53
130 124 83
104 54 35
46 91 27
15 52 38
41 91 48
83 124 34
13 15 52
86 83 15
11 25 43
94 41 14
58 13 54
113 46 53
85 41 64
60 58 11
21 13 75
48 66 69
19 54 66
71 113 25
95 66 53
9 41 60
5 41 82
101 54 8
115 91 25
102 71 86
14 104 40
8 71 26
132 58 44
123 9 65
75 102 99
111 9 80
39 115 91
2 15 17
98 11 69
109 8 65
67 109 97
16 109 14
72 41 38
99 104 55
18 5 46
10 115 80
129 19 9
108 13 36
114 11 79
53 123 77
93 2 47
27 111 69
76 41 7
121 8 44
6 85 95
116 114 1
17 5 52
33 53 78
70 114 26
59 60 92
22 86 7
68 46 38
110 9 9
24 18 76
26 25 64
35 93 69
79 71 24
82 10 85
119 5 86
32 102 27
90 101 88
122 11 48
105 132 50
45 48 23
61 5 15
34 123 25
118 11 46
88 34 9
28 81 95
43 70 78
4 116 76
120 52 61
38 85 92
62 21 18
7 21 39
126 120 54
89 11 39
92 123 46
127 18 62
47 105 69
20 83 3
42 24 45
112 13 47
23 21 99
80 82 82
57 24 87
103 28 62
31 54 57
37 21 96
97 116 36
56 67 26
107 72 27
65 19 49
117 35 85
128 2 34
50 57 34
69 16 53
55 37 44
84 43 80
100 31 99
29 22 56
77 72 63
12 50 51
49 127 47
51 61 29
1 69 69
125 65 96
106 132 63
64 129 12
63 131 17
96 93 95
36 62 25
40 70 1
30 88 99
78 131 73
3 93 67
44 65 6
73 38 89
74 67 88
102 5 81
32 15 74
17 61 94
68 115 21
122 56 97
44 82 40
24 12 88
66 71 54
132 44 29
124 35 88
42 102 71
39 9 80
69 86 52
23 88 97
43 124 64
279 312
117 262 97
139 262 43
199 117 28
92 199 40
197 117 65
225 199 42
50 225 50
87 117 15
278 197 94
250 225 39
118 197 14
116 118 21
93 116 80
204 93 77
71 93 91
146 199 51
141 278 43
242 93 47
180 117 10
37 262 88
3 116 90
271 93 28
259 87 17
171 117 36
57 199 51
131 250 56
36 118 99
30 57 19
114 3 74
211 259 73
222 30 29
96 117 52
215 50 27
31 92 28
26 242 29
170 215 9
246 93 66
79 50 10
177 204 57
163 262 78
145 114 73
32 114 1
84 145 42
191 79 4
148 31 78
14 141 72
90 242 81
34 146 20
101 145 69
38 242 39
257 197 34
217 26 20
186 215 89
5 93 70
266 170 8
128 84 66
40 211 57
227 5 91
52 31 13
165 3 79
144 186 5
138 40 85
244 171 82
61 26 42
7 96 35
12 57 72
47 50 1
182 87 17
115 31 69
85 244 40
53 141 65
265 37 32
239 117 82
243 217 73
29 12 30
176 57 36
8 7 35
18 12 19
19 12 23
56 138 49
55 96 39
219 163 37
107 96 8
43 37 48
229 118 86
6 259 97
113 163 40
108 85 18
261 19 25
174 56 60
74 182 54
70 93 13
277 180 91
142 29 85
179 219 31
111 182 45
161 145 79
49 50 95
214 142 100
168 37 14
76 138 15
91 26 43
175 114 76
213 176 49
124 29 91
203 211 4
120 74 92
140 92 78
208 107 1
126 31 61
133 182 28
147 177 88
39 139 15
226 177 61
86 257 70
25 215 11
77 128 74
20 277 62
73 14 6
270 49 62
183 259 22
122 141 97
237 53 33
22 111 86
121 177 14
100 124 72
72 242 55
195 74 21
48 22 98
254 246 84
46 265 13
95 271 95
245 95 83
150 52 75
44 22 72
178 57 89
130 8 94
125 177 45
263 147 30
218 124 95
275 121 91
110 100 87
157 195 86
207 199 76
42 213 83
198 257 100
88 175 86
63 261 23
194 111 48
98 110 65
159 38 10
123 194 52
10 145 65
83 139 67
234 98 85
15 32 32
62 6 90
249 195 62
112 126 51
1 117 18
9 84 53
13 234 23
276 37 86
167 76 59
104 170 53
149 115 82
264 71 78
196 122 72
2 182 34
220 48 74
24 19 9
236 79 61
273 116 90
152 39 41
230 220 95
158 108 40
155 277 78
65 112 70
252 149 48
256 186 39
189 244 40
238 176 53
253 179 68
193 10 70
151 53 93
202 243 33
212 86 5
67 176 61
210 72 73
156 249 57
135 230 23
41 116 45
33 122 59
134 71 33
162 79 93
169 48 48
185 159 41
59 39 81
119 278 65
241 133 74
216 37 11
60 55 39
224 74 92
27 107 22
11 86 20
64 158 9
97 49 100
187 158 70
58 141 25
105 85 23
184 130 14
267 222 19
258 238 55
127 169 90
109 212 72
45 275 55
4 2 62
80 33 91
106 52 54
153 245 23
201 47 21
251 139 66
103 131 23
231 20 68
82 178 16
233 7 30
68 125 71
23 73 9
235 169 4
164 2 83
137 109 19
173 1 96
129 202 74
154 130 21
205 258 1
94 60 32
69 198 7
17 29 98
223 187 57
51 134 73
136 103 35
172 265 73
66 107 35
99 122 98
102 62 28
200 242 90
28 264 94
255 80 35
274 77 52
221 113 71
247 29 84
272 129 12
188 98 62
89 170 88
166 170 11
232 253 40
209 219 8
54 220 29
75 115 84
16 216 66
78 103 97
240 103 38
228 1 63
248 85 28
269 51 62
190 48 96
192 176 18
21 39 21
81 245 47
268 149 62
160 87 33
132 119 85
35 193 36
181 121 71
206 97 86
260 86 54
143 130 3
279 204 14
223 274 17
152 217 62
113 88 92
137 171 67
188 275 75
22 57 91
180 6 90
204 68 100
170 99 95
12 271 78
149 71 12
52 270 11
231 95 24
241 197 47
63 219 81
138 74 82
74 79 36
4 73 51
5 267 32
262 165 75
44 89 24
172 121 24
226 184 71
69 191 70
174 211 10
11 189 30
208 164 80
251 15 31
166 255 76
184 19 3
4 270 25
194 191 9
221 13 2
41 144 48
137 227
93 95 71
99 95 70
37 93 68
112 37 7
13 99 97
116 93 58
132 37 16
127 93 19
128 37 91
88 132 78
63 128 24
65 88 50
8 95 4
57 132 91
72 88 6
46 37 94
45 72 66
33 116 59
51 13 49
67 132 47
136 128 73
107 37 74
42 46 92
47 51 68
56 107 65
28 99 5
79 42 67
130 132 41
108 45 32
36 127 89
22 8 93
40 79 47
104 37 76
114 72 74
86 128 18
38 67 16
17 104 89
41 46 65
7 67 84
11 127 10
83 79 14
78 36 95
105 51 73
102 86 6
18 8 4
115 13 20
100 33 87
90 8 78
60 65 47
117 100 91
75 13 48
110 38 79
62 105 40
124 22 30
84 136 75
96 57 91
54 11 87
29 105 37
53 107 11
34 7 3
24 130 26
92 51 94
19 84 89
98 42 55
134 51 5
120 88 88
14 100 67
20 132 90
113 117 32
1 62 88
44 41 64
10 113 16
97 130 59
9 90 20
71 107 78
31 17 53
111 18 97
91 46 30
137 46 16
106 54 36
109 33 23
131 14 48
121 75 77
16 11 44
73 33 54
85 18 58
52 96 11
6 63 58
12 45 6
3 46 27
94 54 7
26 31 31
30 16 17
129 109 12
133 71 16
48 117 68
59 98 52
69 28 2
82 83 74
4 59 36
32 28 71
74 20 15
89 4 34
119 7 89
55 99 3
103 72 22
50 91 68
122 7 93
27 26 84
70 124 39
5 112 68
68 120 2
87 84 33
76 7 89
35 22 68
81 120 49
61 98 80
125 134 82
25 57 20
43 56 95
118 72 1
123 13 64
80 43 35
21 3 18
15 83 9
135 72 85
58 27 82
66 74 82
126 68 34
49 84 72
101 65 39
77 78 2
39 11 94
23 53 9
2 116 25
64 133 69
100 5 90
114 110 36
35 51 5
100 71 72
53 22 12
12 16 77
109 42 79
45 50 66
99 134 51
36 84 99
32 82 25
95 129 10
83 87 65
116 99 37
20 112 15
129 99 88
18 116 45
41 60 61
20 47 48
117 134 23
132 118 95
38 91 63
104 95 84
110 62 14
60 74 77
129 118 16
52 113 75
99 72 36
10 125 40
24 96 12
54 115 29
30 97 81
35 37 27
135 64 89
110 115 30
12 32 34
42 51 78
28 59 85
40 89 40
88 105 39
59 94 45
101 111 94
20 40 64
62 31 12
108 78 6
80 44 72
11 119 62
34 1 37
86 44 49
84 2 100
69 38 84
11 50 60
114 14 5
111 108 50
101 104 87
132 112 81
45 89 87
6 96 72
46 5 75
52 92 9
33 55 6
40 50 34
56 131 40
107 6 12
97 111 39
77 61 61
59 67 7
28 56 7
102 32 85
34 8 48
13 87 49
29 102 69
50 55 81
38 101 85
18 25 84
38 58 1
1 125 80
131 88 83
103 98 47
16 33 10
36 17 79
27 108 3
131 27 80
116 67 91
84 135 66
79 89 79
97 103 52
132 15 13
67 51 93
7 125 57
76 125 75
56 77
20 7 29
47 7 29
55 47 95
42 7 96
1 42 67
2 7 35
39 2 36
10 1 88
54 55 58
6 2 59
26 6 57
33 55 62
15 54 61
25 1 26
4 10 62
28 2 84
16 54 1
31 26 58
3 55 60
29 31 64
51 47 14
46 28 57
14 7 81
35 46 30
11 3 56
36 26 35
24 11 19
48 54 10
32 7 48
37 24 64
9 48 86
50 4 68
30 25 13
17 39 52
12 28 96
27 48 49
40 31 49
49 17 70
19 11 69
56 28 92
22 16 31
5 55 81
13 48 39
23 24 33
18 7 38
45 1 98
43 12 4
53 36 9
8 7 98
34 40 98
38 29 86
44 15 70
52 31 6
21 19 87
41 26 43
43 11 37
45 14 46
9 51 50
31 49 14
26 24 73
48 47 9
4 40 94
8 53 28
14 13 82
24 3 62
21 6 83
18 28 14
41 33 30
33 35 99
48 8 60
26 10 39
30 37 35
15 56 31
26 38 11
15 42 77
9 25 58
2 42 41
137 175
111 10 97
120 111 75
36 111 32
56 111 15
44 10 63
57 36 93
16 36 96
67 44 32
91 57 15
128 56 18
123 67 49
58 16 83
39 36 33
53 36 95
13 44 12
29 67 81
7 44 82
31 120 17
113 10 87
94 13 3
81 128 87
133 94 40
116 57 53
112 39 55
127 116 2
46 67 2
23 67 5
2 31 19
60 36 91
66 116 82
70 128 45
11 120 42
106 113 85
63 58 98
9 70 30
104 46 20
101 10 58
47 44 96
83 81 15
61 53 78
52 47 99
84 53 68
114 63 80
99 116 56
40 58 44
72 53 38
109 47 8
89 29 78
32 89 18
15 81 18
22 120 97
82 44 84
134 57 58
59 112 78
62 44 94
65 16 41
130 127 78
19 40 59
33 47 33
105 36 42
6 61 69
117 52 52
103 63 47
25 130 15
93 134 68
129 57 82
42 32 17
3 114 51
97 57 55
1 31 51
64 2 69
126 109 87
50 106 89
124 44 64
90 91 17
131 52 51
68 111 27
119 6 36
79 111 65
24 81 13
122 79 2
102 68 80
37 68 99
71 104 62
107 91 7
80 103 17
136 52 59
78 81 23
73 124 35
96 124 100
86 112 96
95 1 75
14 114 75
26 56 52
38 50 54
41 33 18
51 105 38
115 84 16
69 7 85
55 115 6
49 1 70
45 127 30
54 42 86
8 25 68
5 49 3
18 81 8
48 44 72
28 114 9
85 10 66
100 63 93
88 23 69
132 122 58
27 71 85
118 39 87
121 68 2
30 99 33
76 109 62
43 116 63
4 128 95
135 13 81
110 30 73
98 63 65
34 136 70
17 30 76
74 13 18
77 107 38
20 110 59
125 117 15
92 91 44
75 58 79
108 118 57
87 1 78
35 102 35
137 27 78
21 119 40
12 7 73
46 5 36
131 106 24
130 111 13
66 74 61
113 75 81
121 97 37
20 129 28
86 20 78
58 103 53
25 49 12
85 54 79
99 50 49
104 62 21
47 129 31
1 48 99
98 131 31
43 40 26
43 22 68
135 95 45
57 111 10
73 64 31
118 35 44
61 87 84
128 31 31
129 30 73
64 18 19
41 22 46
56 77 74
113 109 10
89 87 3
48 50 93
51 73 50
92 56 21
39 98 56
101 26 27
77 63 38
134 123 32
120 114 62
115 60 65
10 11
9 3 5
1 3 56
8 9 100
6 9 59
5 3 9
2 9 60
10 2 72
7 6 5
4 1 62
8 5 84
1 5 40
244 248
142 207 3
51 142 83
95 207 57
37 51 93
74 95 82
204 207 19
181 204 95
242 51 51
148 207 22
168 142 85
172 168 49
32 148 92
235 172 17
201 172 90
14 172 29
12 95 68
113 168 20
196 95 6
106 172 8
18 196 3
203 95 36
91 203 90
157 74 58
45 168 31
155 91 15
87 196 46
226 157 21
156 74 21
178 12 53
65 51 7
56 12 91
86 45 59
123 204 20
138 142 21
41 196 41
21 12 97
170 45 71
225 18 93
194 18 49
211 113 28
145 14 49
78 157 17
94 172 6
68 94 43
126 32 44
179 32 21
185 65 43
52 65 89
119 21 8
80 87 73
150 181 10
16 113 14
198 113 100
109 52 46
183 45 70
24 198 81
192 14 89
29 155 30
177 178 11
9 194 37
98 172 41
97 45 90
46 119 61
